condition,parameters,accuracy,nll,ece,temperature,calibrated_nll,calibrated_ece
logit_sum,2852304,65.32999873161316,1.2254160642623901,4.706507548689842,1.171355962753296,1.2095431089401245,0.853952020406723
hidden_sum,2813604,63.270002603530884,1.3071647882461548,4.120504856109619,1.1638518571853638,1.2924180030822754,0.9614174254238605
