vectors,trial,steps,mode,train_accuracy,train_nll,parameters
2048,0,30,single,52.880859375,1.2369558811187744,1482
2048,0,30,bagging,98.486328125,0.3210415542125702,11856
2048,0,30,joint,100.0,7.473862240203744e-08,11856
2048,0,30,dense,100.0,9.173525938876992e-08,11791
8192,0,30,single,24.51171875,2.0629165172576904,1482
8192,0,30,bagging,54.96826171875,1.8691197633743286,11856
8192,0,30,joint,86.9873046875,0.49504759907722473,11856
8192,0,30,dense,100.0,4.65515697101182e-08,11791
