vectors,trial,stage,epoch,accuracy,nll
128,0,1,98,100.0,0.00025517999893054366
128,0,1,99,100.0,0.0002506661112420261
128,0,1,100,100.0,0.00024628901155665517
128,0,2,1,100.0,0.00020595049136318266
128,0,2,2,100.0,0.00015652969887014478
128,0,2,3,100.0,0.00010853787534870207
128,0,2,4,100.0,7.055312016746029e-05
128,0,2,5,100.0,4.515890759648755e-05
128,0,2,6,100.0,2.8453781851567328e-05
128,0,2,7,100.0,1.8095197447109967e-05
128,0,2,8,100.0,1.161902673629811e-05
128,0,2,9,100.0,7.64143987908028e-06
128,0,2,10,100.0,5.3886024034e-06
128,0,2,11,100.0,3.99349482904654e-06
128,0,2,12,100.0,3.0826681722828653e-06
128,0,2,13,100.0,2.457754135321011e-06
128,0,2,14,100.0,2.014446636167122e-06
128,0,2,15,100.0,1.6968668887784588e-06
128,0,2,16,100.0,1.4472732345893746e-06
128,0,2,17,100.0,1.2712537227344e-06
128,0,2,18,100.0,1.132487000177207e-06
128,0,2,19,100.0,1.017003228298563e-06
128,0,2,20,100.0,9.080387144422275e-07
128,0,2,21,100.0,8.29807731861365e-07
128,0,2,22,100.0,7.683405556235812e-07
128,0,2,23,100.0,7.068733793857973e-07
128,0,2,24,100.0,6.491314366030565e-07
128,0,2,25,100.0,6.062906550141633e-07
128,0,2,26,100.0,5.653124617310823e-07
128,0,2,27,100.0,5.29922260739113e-07
128,0,2,28,100.0,4.954633823217591e-07
128,0,2,29,100.0,4.591418303334649e-07
128,0,2,30,100.0,4.3213350409132545e-07
128,0,2,31,100.0,4.0698779457670753e-07
128,0,2,32,100.0,3.846360812076455e-07
128,0,2,33,100.0,3.641470129878144e-07
128,0,2,34,100.0,3.3900130347319646e-07
128,0,2,35,100.0,3.2968807772704167e-07
128,0,2,36,100.0,3.0733639277968905e-07
128,0,2,37,100.0,2.9057258643661044e-07
128,0,2,38,100.0,2.756714252427628e-07
128,0,2,39,100.0,2.617015866235306e-07
128,0,2,40,100.0,2.5052571572814486e-07
128,0,2,41,100.0,2.393498448327591e-07
128,0,2,42,100.0,2.309679416612198e-07
128,0,2,43,100.0,2.2165471591506503e-07
128,0,2,44,100.0,2.0675356893207208e-07
128,0,2,45,100.0,2.0023431090976374e-07
128,0,2,46,100.0,1.9464637546207086e-07
128,0,2,47,100.0,1.899897767998482e-07
128,0,2,48,100.0,1.8253919620292436e-07
128,0,2,49,100.0,1.76019938180616e-07
128,0,2,50,100.0,1.6950068015830766e-07
128,0,2,51,100.0,1.6484406728523027e-07
128,0,2,52,100.0,1.6111877698676835e-07
128,0,2,53,100.0,1.5553084153907548e-07
128,0,2,54,100.0,1.4901158351676713e-07
128,0,2,55,100.0,1.4249232549445878e-07
128,0,2,56,100.0,1.378357126213814e-07
128,0,2,57,100.0,1.3504174489753495e-07
128,0,2,58,100.0,1.2665984172599565e-07
128,0,2,59,100.0,1.2200324306377297e-07
128,0,2,60,100.0,1.1455266246684914e-07
128,0,2,61,100.0,1.0896472701915627e-07
128,0,2,62,100.0,1.0523943672069436e-07
128,0,2,63,100.0,1.0244546899684792e-07
128,0,2,64,100.0,1.0058282384761696e-07
128,0,2,65,100.0,9.220092067607766e-08
128,0,2,66,100.0,8.847563037761574e-08
128,0,2,67,100.0,8.475034007915383e-08
128,0,2,68,100.0,8.009372720607644e-08
128,0,2,69,100.0,7.357446918376809e-08
128,0,2,70,100.0,7.357446918376809e-08
128,0,2,71,100.0,7.171182403453713e-08
128,0,2,72,100.0,6.705521116145974e-08
128,0,2,73,100.0,6.984917888530617e-08
128,0,2,74,100.0,6.70552182668871e-08
128,0,2,75,100.0,6.70552182668871e-08
128,0,2,76,100.0,6.426125054304066e-08
128,0,2,77,100.0,6.519257311765614e-08
128,0,2,78,100.0,6.053596024457875e-08
128,0,2,79,100.0,6.053596024457875e-08
128,0,2,80,100.0,5.960463766996327e-08
128,0,2,81,100.0,5.960463766996327e-08
128,0,2,82,100.0,5.5879347371501353e-08
128,0,2,83,100.0,5.4016702222270396e-08
128,0,2,84,100.0,5.029141192380848e-08
128,0,2,85,100.0,4.9360089349193004e-08
128,0,2,86,100.0,4.8428766774577525e-08
128,0,2,87,100.0,4.9360089349193004e-08
128,0,2,88,100.0,4.2840831326884654e-08
128,0,2,89,100.0,4.377215390150013e-08
128,0,2,90,100.0,4.1909508752269176e-08
128,0,2,91,100.0,4.004686360303822e-08
128,0,2,92,100.0,4.284083487959833e-08
128,0,2,93,100.0,3.911554102842274e-08
128,0,2,94,100.0,3.818421845380726e-08
128,0,2,95,100.0,3.818421845380726e-08
128,0,2,96,100.0,3.911554102842274e-08
128,0,2,97,100.0,3.5390254282674505e-08
128,0,2,98,100.0,3.259628655882807e-08
128,0,2,99,100.0,3.4458931708059026e-08
128,0,2,100,100.0,3.352760913344355e-08
128,0,3,1,100.0,4.470347647611561e-08
128,0,3,2,100.0,3.911554102842274e-08
128,0,3,3,100.0,3.725289943190546e-08
128,0,3,4,100.0,3.725289943190546e-08
128,0,3,5,100.0,3.818422200652094e-08
128,0,3,6,100.0,3.911554458113642e-08
128,0,3,7,100.0,3.6321576857289983e-08
128,0,3,8,100.0,3.5390254282674505e-08
128,0,3,9,100.0,3.352760913344355e-08
128,0,3,10,100.0,3.352760913344355e-08
128,0,3,11,100.0,3.259628655882807e-08
128,0,3,12,100.0,2.7939673685750677e-08
128,0,3,13,100.0,2.4214383387288763e-08
128,0,3,14,100.0,2.2351738238057806e-08
128,0,3,15,100.0,2.2351738238057806e-08
128,0,3,16,100.0,2.1420415663442327e-08
128,0,3,17,100.0,2.1420417439799166e-08
128,0,3,18,100.0,2.1420415663442327e-08
128,0,3,19,100.0,2.2351738238057806e-08
128,0,3,20,100.0,2.4214385163645602e-08
128,0,3,21,100.0,2.1420417439799166e-08
128,0,3,22,100.0,1.7695127141337252e-08
128,0,3,23,100.0,1.6763804566721774e-08
128,0,3,24,100.0,2.0489094865183688e-08
128,0,3,25,100.0,1.6763804566721774e-08
128,0,3,26,100.0,1.6763804566721774e-08
128,0,3,27,100.0,1.7695127141337252e-08
128,0,3,28,100.0,1.955777229056821e-08
128,0,3,29,100.0,1.862644971595273e-08
128,0,3,30,100.0,1.862644971595273e-08
128,0,3,31,100.0,1.4901159417490817e-08
128,0,3,32,100.0,1.4901159417490817e-08
128,0,3,33,100.0,1.7695127141337252e-08
128,0,3,34,100.0,1.955777229056821e-08
128,0,3,35,100.0,1.7695127141337252e-08
128,0,3,36,100.0,2.2351740014414645e-08
128,0,3,37,100.0,2.0489094865183688e-08
128,0,3,38,100.0,1.955777229056821e-08
128,0,3,39,100.0,2.514570773826108e-08
128,0,3,40,100.0,2.8870996260366155e-08
128,0,3,41,100.0,3.259628655882807e-08
128,0,3,42,100.0,6.891781367812655e-08
128,0,3,43,100.0,2.3469280563404027e-07
128,0,3,44,100.0,0.0007208872120827436
128,0,3,45,100.0,0.0007141772657632828
128,0,3,46,99.21875,0.061109207570552826
128,0,3,47,100.0,4.641542545869015e-06
128,0,3,48,100.0,0.00169161066878587
128,0,3,49,100.0,0.0016990742878988385
128,0,3,50,100.0,0.0002476556983310729
128,0,3,51,100.0,0.0005267817177809775
128,0,3,52,100.0,5.17239232067368e-06
128,0,3,53,100.0,1.8346556771575706e-06
128,0,3,54,100.0,1.7172603747894755e-06
128,0,3,55,100.0,1.9444344161456684e-06
128,0,3,56,100.0,1.787058636182337e-06
128,0,3,57,100.0,1.1464027238616836e-06
128,0,3,58,100.0,6.975441237955238e-07
128,0,3,59,100.0,4.665866981667932e-07
128,0,3,60,100.0,3.4365547207926284e-07
128,0,3,61,100.0,2.710136186578893e-07
128,0,3,62,100.0,2.1979141706651717e-07
128,0,3,63,100.0,1.871953827503603e-07
128,0,3,64,100.0,1.6763772237027297e-07
128,0,3,65,100.0,1.5646193674001552e-07
128,0,3,66,100.0,1.499427213502713e-07
128,0,3,67,100.0,1.4156083238958672e-07
128,0,3,68,100.0,1.3411028021437232e-07
128,0,3,69,100.0,1.2852235897753417e-07
128,0,3,70,100.0,1.2479708288992697e-07
128,0,3,71,100.0,1.1920916875851617e-07
128,0,3,72,100.0,1.1548389267090897e-07
128,0,3,73,100.0,1.108272940086863e-07
128,0,3,74,100.0,1.0803334049569457e-07
128,0,3,75,100.0,1.0430805019723266e-07
128,0,3,76,100.0,1.0058277410962546e-07
128,0,3,77,100.0,9.965145153500998e-08
128,0,3,78,100.0,9.68574909165909e-08
128,0,3,79,100.0,9.685749802201826e-08
128,0,3,80,100.0,9.685749802201826e-08
128,0,3,81,100.0,9.31322148289837e-08
128,0,3,82,100.0,9.31322148289837e-08
128,0,3,83,100.0,9.126956967975275e-08
128,0,3,84,100.0,8.940693163594915e-08
128,0,3,85,100.0,8.847560906133367e-08
128,0,3,86,100.0,8.568164844291459e-08
128,0,3,87,100.0,8.475032586829911e-08
128,0,3,88,100.0,8.475032586829911e-08
128,0,3,89,100.0,8.195635814445268e-08
128,0,3,90,100.0,8.10250355698372e-08
128,0,3,91,100.0,7.916239042060624e-08
128,0,3,92,100.0,7.823108205684548e-08
128,0,3,93,100.0,7.823108205684548e-08
128,0,3,94,100.0,7.729975948223e-08
128,0,3,95,100.0,7.636843690761452e-08
128,0,3,96,100.0,7.543711433299904e-08
128,0,3,97,100.0,7.543711433299904e-08
128,0,3,98,100.0,7.543711433299904e-08
128,0,3,99,100.0,7.357446918376809e-08
128,0,3,100,100.0,6.984917888530617e-08
128,0,4,1,100.0,6.89178563106907e-08
128,0,4,2,100.0,6.42612434376133e-08
128,0,4,3,100.0,6.053595313915139e-08
128,0,4,4,100.0,5.774199252073231e-08
128,0,4,5,100.0,5.4948024796885875e-08
128,0,4,6,100.0,5.122273449842396e-08
128,0,4,7,100.0,4.9360089349193004e-08
128,0,4,8,100.0,4.749744419996205e-08
128,0,4,9,100.0,4.470348002882929e-08
128,0,4,10,100.0,4.1909512304982854e-08
128,0,4,11,100.0,4.004686360303822e-08
128,0,4,12,100.0,3.6321576857289983e-08
128,0,4,13,100.0,3.5390254282674505e-08
128,0,4,14,100.0,3.5390254282674505e-08
128,0,4,15,100.0,3.4458931708059026e-08
128,0,4,16,100.0,3.4458931708059026e-08
128,0,4,17,100.0,3.259628655882807e-08
128,0,4,18,100.0,3.259628655882807e-08
128,0,4,19,100.0,2.8870996260366155e-08
128,0,4,20,100.0,2.4214383387288763e-08
128,0,4,21,100.0,2.0489094865183688e-08
128,0,4,22,100.0,2.1420417439799166e-08
128,0,4,23,100.0,2.0489094865183688e-08
128,0,4,24,100.0,1.7695127141337252e-08
128,0,4,25,100.0,1.4901159417490817e-08
128,0,4,26,100.0,1.5832481992106295e-08
128,0,4,27,100.0,1.303851515643828e-08
128,0,4,28,100.0,1.0244547432591844e-08
128,0,4,29,100.0,9.313224857976365e-09
128,0,4,30,100.0,1.0244547432591844e-08
128,0,4,31,100.0,8.381902283360887e-09
128,0,4,32,100.0,7.4505797087454084e-09
128,0,4,33,100.0,8.381902283360887e-09
128,0,4,34,100.0,8.381902283360887e-09
128,0,4,35,100.0,1.2107192581822801e-08
128,0,4,36,100.0,6.51925757821914e-09
128,0,4,37,100.0,8.381902283360887e-09
128,0,4,38,100.0,9.313224857976365e-09
128,0,4,39,100.0,8.381902283360887e-09
128,0,4,40,100.0,8.381902283360887e-09
128,0,4,41,100.0,8.381902283360887e-09
128,0,4,42,100.0,1.0244547432591844e-08
128,0,4,43,100.0,1.1175870007207322e-08
128,0,4,44,100.0,9.313224857976365e-09
128,0,4,45,100.0,1.0244547432591844e-08
128,0,4,46,100.0,1.0244547432591844e-08
128,0,4,47,100.0,1.2107192581822801e-08
128,0,4,48,100.0,1.6763804566721774e-08
128,0,4,49,100.0,1.4901159417490817e-08
128,0,4,50,100.0,1.3969836842875338e-08
128,0,4,51,100.0,1.7695127141337252e-08
128,0,4,52,100.0,1.303851515643828e-08
128,0,4,53,100.0,2.9802318834981634e-08
128,0,4,54,100.0,2.4640066840220243e-06
128,0,4,55,100.0,0.0030361346434801817
128,0,4,56,100.0,4.463431650947314e-06
128,0,4,57,100.0,0.00011540420382516459
128,0,4,58,100.0,7.480301428586245e-05
128,0,4,59,100.0,0.00014861604722682387
128,0,4,60,100.0,4.374080162961036e-05
128,0,4,61,100.0,2.9703393011004664e-05
128,0,4,62,100.0,1.8999635358341038e-05
128,0,4,63,100.0,1.6671176126692444e-05
128,0,4,64,100.0,1.3054358532826882e-05
128,0,4,65,100.0,9.404144293512218e-06
128,0,4,66,100.0,6.868401214887854e-06
128,0,4,67,100.0,1.9715789676411077e-06
128,0,4,68,100.0,7.860323876229813e-07
128,0,4,69,100.0,4.898741963188513e-07
128,0,4,70,100.0,3.883603483245679e-07
128,0,4,71,100.0,3.3248124964302406e-07
128,0,4,72,100.0,3.138548834158428e-07
128,0,4,73,100.0,3.036104203602008e-07
128,0,4,74,100.0,2.9615989660669584e-07
128,0,4,75,100.0,2.868466992822505e-07
128,0,4,76,100.0,2.7660198043122364e-07
128,0,4,77,100.0,2.570444053162646e-07
128,0,4,78,100.0,2.6170107503276085e-07
128,0,4,79,100.0,2.48662615831563e-07
128,0,4,80,100.0,2.4121197839122033e-07
128,0,4,81,100.0,2.3655537972899765e-07
128,0,4,82,100.0,2.27242196615407e-07
128,0,4,83,100.0,2.2724222503711644e-07
128,0,4,84,100.0,2.2444827152412472e-07
128,0,4,85,100.0,2.2258558374232962e-07
128,0,4,86,100.0,2.2351689210609038e-07
128,0,4,87,100.0,2.2165426116771414e-07
128,0,4,88,100.0,2.1792899929096166e-07
128,0,4,89,100.0,2.1606642519600427e-07
128,0,4,90,100.0,2.114098407446363e-07
128,0,4,91,100.0,2.03027937573097e-07
128,0,4,92,100.0,2.048905116680544e-07
128,0,4,93,100.0,2.0675309997386648e-07
128,0,4,94,100.0,2.0302782388625928e-07
128,0,4,95,100.0,2.0116532084557548e-07
128,0,4,96,100.0,2.048906111440374e-07
128,0,4,97,100.0,2.0023401248181472e-07
128,0,4,98,100.0,1.918520950994207e-07
128,0,4,99,100.0,1.9464602019070298e-07
128,0,4,100,100.0,1.8905811316471954e-07
128,0,5,1,100.0,1.527367459175366e-07
128,0,5,2,100.0,1.2479715394420055e-07
128,0,5,3,100.0,9.313222903983842e-08
128,0,5,4,100.0,7.636843690761452e-08
128,0,5,5,100.0,6.798653373607522e-08
128,0,5,6,100.0,5.867331509534779e-08
128,0,5,7,100.0,5.215405707303944e-08
128,0,5,8,100.0,4.563479905073109e-08
128,0,5,9,100.0,3.818422200652094e-08
128,0,5,10,100.0,3.166496398421259e-08
128,0,5,11,100.0,2.7008351111135198e-08
128,0,5,12,100.0,2.4214385163645602e-08
128,0,5,13,100.0,2.4214385163645602e-08
128,0,5,14,100.0,2.3283060812673284e-08
128,0,5,15,100.0,2.0489094865183688e-08
128,0,5,16,100.0,1.955777229056821e-08
128,0,5,17,100.0,1.7695127141337252e-08
128,0,5,18,100.0,1.7695127141337252e-08
128,0,5,19,100.0,1.6763804566721774e-08
128,0,5,20,100.0,1.0244547432591844e-08
128,0,5,21,100.0,1.0244547432591844e-08
128,0,5,22,100.0,1.0244547432591844e-08
128,0,5,23,100.0,9.313224857976365e-09
128,0,5,24,100.0,1.0244547432591844e-08
128,0,5,25,100.0,8.381902283360887e-09
128,0,5,26,100.0,7.4505797087454084e-09
128,0,5,27,100.0,6.51925757821914e-09
128,0,5,28,100.0,5.587935003603661e-09
128,0,5,29,100.0,5.587935003603661e-09
128,0,5,30,100.0,7.4505797087454084e-09
128,0,5,31,100.0,4.656612428988183e-09
128,0,5,32,100.0,4.656612428988183e-09
128,0,5,33,100.0,3.725290076417309e-09
128,0,5,34,100.0,3.725290076417309e-09
128,0,5,35,100.0,3.725290076417309e-09
128,0,5,36,100.0,3.725290076417309e-09
128,0,5,37,100.0,4.656612428988183e-09
128,0,5,38,100.0,4.656612428988183e-09
128,0,5,39,100.0,3.725290076417309e-09
128,0,5,40,100.0,3.725290076417309e-09
128,0,5,41,100.0,3.725290076417309e-09
128,0,5,42,100.0,5.587935003603661e-09
128,0,5,43,100.0,1.0244547432591844e-08
128,0,5,44,100.0,7.450580152834618e-09
128,0,5,45,100.0,9.313224857976365e-09
128,0,5,46,100.0,8.381902283360887e-09
128,0,5,47,100.0,4.09781861776537e-08
128,0,5,48,100.0,4.004686360303822e-08
128,0,5,49,100.0,6.314165261755988e-07
128,0,5,50,100.0,0.003354283981025219
128,0,5,51,100.0,0.001653793966397643
128,0,5,52,100.0,0.00019171521125826985
128,0,5,53,100.0,0.00013515196042135358
128,0,5,54,100.0,5.511203926289454e-05
128,0,5,55,100.0,0.00010628638847265393
128,0,5,56,100.0,0.00010181773541262373
128,0,5,57,100.0,3.0324317776830867e-05
128,0,5,58,100.0,2.391310226812493e-05
128,0,5,59,100.0,1.3904775187256746e-05
128,0,5,60,100.0,9.155271982308477e-06
128,0,5,61,100.0,6.992069302214077e-06
128,0,5,62,100.0,5.730231350753456e-06
128,0,5,63,100.0,4.906997219222831e-06
128,0,5,64,100.0,4.332404387241695e-06
128,0,5,65,100.0,3.903086508216802e-06
128,0,5,66,100.0,3.5734137782128528e-06
128,0,5,67,100.0,3.3089288535848027e-06
128,0,5,68,100.0,3.091938879151712e-06
128,0,5,69,100.0,2.9075442853354616e-06
128,0,5,70,100.0,2.7473620320961345e-06
128,0,5,71,100.0,2.606736870802706e-06
128,0,5,72,100.0,2.4810119612084236e-06
128,0,5,73,100.0,2.3739130483590998e-06
128,0,5,74,100.0,2.2724013888364425e-06
128,0,5,75,100.0,2.182996695410111e-06
128,0,5,76,100.0,2.1001110326324124e-06
128,0,5,77,100.0,2.0265379134798422e-06
128,0,5,78,100.0,1.9613466974988114e-06
128,0,5,79,100.0,1.8989495629284647e-06
128,0,5,80,100.0,1.839346168708289e-06
128,0,5,81,100.0,1.7843990463006776e-06
128,0,5,82,100.0,1.7331774415652035e-06
128,0,5,83,100.0,1.6856806723808404e-06
128,0,5,84,100.0,1.6409779846071615e-06
128,0,5,85,100.0,1.5972065057212603e-06
128,0,5,86,100.0,1.5515723816861282e-06
128,0,5,87,100.0,1.5105948705240735e-06
128,0,5,88,100.0,1.473342535973643e-06
128,0,5,89,100.0,1.4360902014232124e-06
128,0,5,90,100.0,1.4044254612599616e-06
128,0,5,91,100.0,1.3746237073064549e-06
128,0,5,92,100.0,1.3392339042184176e-06
128,0,5,93,100.0,1.3103631317790132e-06
128,0,5,94,100.0,1.2842866681239684e-06
128,0,5,95,100.0,1.259141185983026e-06
128,0,5,96,100.0,1.233064381267468e-06
128,0,5,97,100.0,1.2069876902387477e-06
128,0,5,98,100.0,1.183704966933874e-06
128,0,5,99,100.0,1.1632160976660089e-06
128,0,5,100,100.0,1.1455210824351525e-06
128,0,6,1,100.0,8.01865894572984e-07
128,0,6,2,100.0,4.228196814892726e-07
128,0,6,3,100.0,1.7415720776625676e-07
128,0,6,4,100.0,8.3819010399111e-08
128,0,6,5,100.0,4.842875966915017e-08
128,0,6,6,100.0,2.9802317058624794e-08
128,0,6,7,100.0,2.3283060812673284e-08
128,0,6,8,100.0,1.862644971595273e-08
128,0,6,9,100.0,1.5832481992106295e-08
128,0,6,10,100.0,1.0244547432591844e-08
128,0,6,11,100.0,6.51925757821914e-09
128,0,6,12,100.0,6.51925757821914e-09
128,0,6,13,100.0,5.587935003603661e-09
128,0,6,14,100.0,5.587935003603661e-09
128,0,6,15,100.0,5.587935003603661e-09
128,0,6,16,100.0,4.656612428988183e-09
128,0,6,17,100.0,4.656612428988183e-09
128,0,6,18,100.0,4.656612428988183e-09
128,0,6,19,100.0,3.725290076417309e-09
128,0,6,20,100.0,1.8626450382086546e-09
128,0,6,21,100.0,1.8626450382086546e-09
128,0,6,22,100.0,2.7939675018018306e-09
128,0,6,23,100.0,1.8626450382086546e-09
128,0,6,24,100.0,2.7939675018018306e-09
128,0,6,25,100.0,1.8626450382086546e-09
128,0,6,26,100.0,2.7939675018018306e-09
128,0,6,27,100.0,1.8626450382086546e-09
128,0,6,28,100.0,1.8626450382086546e-09
128,0,6,29,100.0,2.7939675018018306e-09
128,0,6,30,100.0,3.725290076417309e-09
128,0,6,31,100.0,2.7939675018018306e-09
128,0,6,32,100.0,3.725290076417309e-09
128,0,6,33,100.0,4.656612428988183e-09
128,0,6,34,100.0,3.725290076417309e-09
128,0,6,35,100.0,2.7939675018018306e-09
128,0,6,36,100.0,4.656612428988183e-09
128,0,6,37,100.0,4.656612428988183e-09
128,0,6,38,100.0,2.7939675018018306e-09
128,0,6,39,100.0,5.587935003603661e-09
128,0,6,40,100.0,1.8626450382086546e-09
128,0,6,41,100.0,5.587935003603661e-09
128,0,6,42,100.0,2.7939675018018306e-09
128,0,6,43,100.0,9.313225191043273e-10
128,0,6,44,100.0,3.725290076417309e-09
128,0,6,45,100.0,4.656612428988183e-09
128,0,6,46,100.0,2.7939675018018306e-09
128,0,6,47,100.0,3.725290076417309e-09
128,0,6,48,100.0,9.313225191043273e-10
128,0,6,49,100.0,4.656612428988183e-09
128,0,6,50,100.0,2.7939675018018306e-09
128,0,6,51,100.0,9.313225191043273e-10
128,0,6,52,100.0,4.656612428988183e-09
128,0,6,53,100.0,3.725290076417309e-09
128,0,6,54,100.0,3.725290076417309e-09
128,0,6,55,100.0,4.656612428988183e-09
128,0,6,56,100.0,1.8626450382086546e-09
128,0,6,57,100.0,3.725290076417309e-09
128,0,6,58,100.0,3.725290076417309e-09
128,0,6,59,100.0,1.8626450382086546e-09
128,0,6,60,100.0,4.656612428988183e-09
128,0,6,61,100.0,1.1175870007207322e-08
128,0,6,62,100.0,1.303851426825986e-08
128,0,6,63,100.0,1.0244546544413424e-08
128,0,6,64,100.0,4.842875256372281e-08
128,0,6,65,100.0,0.0017410812433809042
128,0,6,66,100.0,0.0024819239042699337
128,0,6,67,99.21875,0.012229842133820057
128,0,6,68,100.0,0.0005150224315002561
128,0,6,69,100.0,0.00022692039783578366
128,0,6,70,100.0,9.537354344502091e-06
128,0,6,71,100.0,2.8878921511932276e-06
128,0,6,72,100.0,1.975306986423675e-06
128,0,6,73,100.0,1.370896370644914e-06
128,0,6,74,100.0,1.2144359970989171e-06
128,0,6,75,100.0,1.0123421816388145e-06
128,0,6,76,100.0,8.046594075494795e-07
128,0,6,77,100.0,6.528549079121149e-07
128,0,6,78,100.0,5.774181772721931e-07
128,0,6,79,100.0,5.317835984897101e-07
128,0,6,80,100.0,4.982560994903906e-07
128,0,6,81,100.0,4.73110475240901e-07
128,0,6,82,100.0,4.582093708904722e-07
128,0,6,83,100.0,4.395830615067098e-07
128,0,6,84,100.0,4.2375057773824665e-07
128,0,6,85,100.0,4.1071214695875824e-07
128,0,6,86,100.0,4.004676270596974e-07
128,0,6,87,100.0,3.90223135582346e-07
128,0,6,88,100.0,3.8277261182884104e-07
128,0,6,89,100.0,3.7439070865730173e-07
128,0,6,90,100.0,3.6973412420593377e-07
128,0,6,91,100.0,3.613522778778133e-07
128,0,6,92,100.0,3.5669569342644536e-07
128,0,6,93,100.0,3.50176435404137e-07
128,0,6,94,100.0,3.4272591165063204e-07
128,0,6,95,100.0,3.399319439267856e-07
128,0,6,96,100.0,3.324813917515712e-07
128,0,6,97,100.0,3.287561298748187e-07
128,0,6,98,100.0,3.231682228488353e-07
128,0,6,99,100.0,3.175802874011424e-07
128,0,6,100,100.0,3.1292370294977445e-07
128,0,7,1,100.0,2.225858395377145e-07
128,0,7,2,100.0,1.555307704848019e-07
128,0,7,3,100.0,1.0989602117206232e-07
128,0,7,4,100.0,6.89178563106907e-08
