trial,stage,epoch,train_loss,test_accuracy,test_nll
0,1,1,2.2998191548665363,36.9,2.0063712631225585
0,1,2,2.1796228870391845,44.45,1.9191355922698974
0,1,3,2.150693086115519,45.47,1.8811110166549683
0,1,4,2.135200584665934,45.05,1.8572145807266236
0,1,5,2.12515566851298,45.35,1.8349170345306396
0,1,6,2.1199334645589194,46.68,1.8357988885879517
0,1,7,2.1212053990681965,46.21,1.8387063669204713
0,1,8,2.1151632278442385,47.68,1.8301216051101685
0,1,9,2.115721309407552,45.77,1.8421161249160767
0,1,10,2.107911173629761,45.57,1.8138125295639038
0,1,11,2.1089431578318276,46.4,1.808041107749939
0,1,12,2.1051731596628827,46.33,1.7972942638397216
0,1,13,2.09737057762146,47.09,1.7975883449554444
0,1,14,2.0906566593170166,45.99,1.7891486804962158
0,1,15,2.0936819657643637,45.81,1.7897333854675292
0,1,16,2.0913028750101725,47.51,1.770866279411316
0,1,17,2.094345443979899,48.05,1.7740484075546266
0,1,18,2.0997685878753662,45.51,1.7926854063034057
0,1,19,2.0882894507090253,47.91,1.7740115720748901
0,1,20,2.0873008931477863,46.83,1.7570689575195313
0,1,21,2.085198648579915,46.29,1.7814903087615968
0,1,22,2.0811589261372885,47.04,1.7740593276977539
0,1,23,2.0794333201090494,46.33,1.7886065111160279
0,1,24,2.0793647437413534,48.51,1.7703677925109864
0,1,25,2.080104381688436,46.93,1.7756470714569093
0,1,26,2.0957679434458414,45.7,1.803872466468811
0,1,27,2.092452839024862,46.06,1.7770595178604125
0,1,28,2.0791763403574626,47.62,1.771787018966675
0,1,29,2.0707232690175372,46.91,1.7543935985565187
0,1,30,2.079557652918498,46.69,1.7786410160064696
0,2,1,1.731919805908203,52.7,1.5104855491638183
0,2,2,1.628804376157125,62.63,1.3940855514526367
0,2,3,1.5834219771703084,56.26,1.3464973823547364
0,2,4,1.5772844591140747,55.57,1.3453754167556762
0,2,5,1.5697402451197306,55.92,1.349309169960022
0,2,6,1.5557423039754232,55.62,1.3203322929382324
0,2,7,1.5548740416844686,55.27,1.3215435541152953
0,2,8,1.540561350440979,55.31,1.3302660264968873
0,2,9,1.5373837488174438,55.77,1.314571304512024
0,2,10,1.53346411596934,55.2,1.3256686765670775
0,2,11,1.5387589441299439,54.79,1.3252760248184203
0,2,12,1.5375314699808758,55.17,1.3049066164016723
0,2,13,1.5331867289861043,55.02,1.3188784437179566
0,2,14,1.533597982343038,54.71,1.3349240186691285
0,2,15,1.5269287356694539,55.59,1.2934114070892333
0,2,16,1.526866360282898,56.05,1.3069596435546875
0,2,17,1.5286363118489583,56.0,1.3069947208404542
0,2,18,1.5282322507222494,56.07,1.28970507106781
0,2,19,1.5232600438435873,55.99,1.2984654109954834
0,2,20,1.5262082321802775,56.27,1.3006741104125976
0,2,21,1.5176611256281536,56.18,1.2839043407440185
0,2,22,1.5273628402074177,57.02,1.2760665897369385
0,2,23,1.5275520513534546,58.21,1.2950316581726073
0,2,24,1.5175039004643758,58.15,1.2821496816635132
0,2,25,1.515069785753886,55.97,1.2718793994903566
0,2,26,1.5161868195215862,56.26,1.2819779655456542
0,2,27,1.5155056701660157,55.26,1.2822509090423584
0,2,28,1.5218889649073284,57.23,1.2812435863494873
0,2,29,1.5177444503784179,56.46,1.2772405166625977
0,2,30,1.5192110033035278,57.11,1.2741978580474853
0,3,1,1.3195255693435668,54.95,1.2867047811508179
0,3,2,1.201235866101583,62.7,1.1195884662628173
0,3,3,1.1342179453531902,65.58,1.0376363174438477
0,3,4,1.0981087227503459,69.9,0.9980376876831055
0,3,5,1.0772236701965332,72.95,0.9655175670623779
0,3,6,1.060751180013021,79.53,0.9299450808525086
0,3,7,1.0509394119580586,82.1,0.919931861114502
0,3,8,1.0397923840840657,82.37,0.9200071722030639
0,3,9,1.038004808330536,82.37,0.9006600868225098
0,3,10,1.0327554711023967,83.0,0.8962651880264282
0,3,11,1.030852171198527,82.65,0.9165763666152954
0,3,12,1.0310013016382853,82.96,0.8979723354339599
0,3,13,1.0255645199775696,82.83,0.9014117769241333
0,3,14,1.0224151896158855,83.13,0.8857347505569458
0,3,15,1.022817044321696,83.52,0.8863288609504699
0,3,16,1.022235986073812,83.65,0.8836958129882813
0,3,17,1.01590282980601,83.41,0.8865722773551941
0,3,18,1.019998720932007,83.92,0.8757233605384827
0,3,19,1.0193222959518433,84.29,0.8689639067649841
0,3,20,1.0174211512247722,84.11,0.8739937096595765
0,3,21,1.016859723218282,84.48,0.8639094947814941
0,3,22,1.0171170256296793,84.6,0.8716085690498352
0,3,23,1.0159231944084168,84.23,0.871143399810791
0,3,24,1.0127810417811076,84.06,0.868592983341217
0,3,25,1.0186138750712077,84.2,0.8787433965682984
0,3,26,1.0159489352544149,84.48,0.8686352535247803
0,3,27,1.0156104514122009,84.55,0.8639898597717285
0,3,28,1.0127208596547446,84.65,0.8631406613349915
0,3,29,1.0129511800765991,84.48,0.8644260779380798
0,3,30,1.0152352412223815,84.47,0.8604695824623108
0,4,1,0.8608505074501037,79.51,0.8749221197128296
0,4,2,0.8168107020060221,83.13,0.830258188533783
0,4,3,0.7882847191174825,83.28,0.7689436250686645
0,4,4,0.7609702810605367,83.79,0.7486436251640319
0,4,5,0.7477987380663554,84.07,0.7143264205932617
0,4,6,0.7383810173034668,84.26,0.6995379120826721
0,4,7,0.7317017999013264,84.4,0.6944302883148193
0,4,8,0.7308196038246155,84.79,0.6856397041320801
0,4,9,0.7259322283426921,85.32,0.6787873107910156
0,4,10,0.7203308305104573,85.38,0.6655515907287598
0,4,11,0.7210639727592468,85.42,0.6741187431335449
0,4,12,0.7213524762153626,85.46,0.6627981106758117
0,4,13,0.7170329267819723,85.62,0.660468054676056
0,4,14,0.7151829572995504,85.68,0.6556608735084534
0,4,15,0.714948553943634,85.88,0.6506441491127014
0,4,16,0.7134322541872661,85.36,0.6656561088562012
0,4,17,0.7134793515523274,85.48,0.6609686311721802
0,4,18,0.7159889999707539,85.7,0.6520242684364319
0,4,19,0.7113278002738953,85.87,0.6473547616958618
0,4,20,0.7146830161730449,85.43,0.6692910530090332
0,4,21,0.7126962256431579,85.63,0.6643043868064881
0,4,22,0.7098557258288065,85.68,0.651878311920166
0,4,23,0.7118431477864583,85.7,0.6481446700096131
0,4,24,0.7100607485771179,85.72,0.6501014483451844
0,4,25,0.7094661800702413,85.67,0.6556873068809509
0,4,26,0.709163368956248,85.78,0.6535503329277038
0,4,27,0.7107315630276998,85.48,0.6645640866279602
0,4,28,0.7080176716804505,85.68,0.6538625038146972
0,4,29,0.7101416656812032,85.6,0.658110682964325
0,4,30,0.7079025599479676,85.77,0.6542757071495057
0,5,1,0.6254819467544556,85.66,0.6471816309928894
0,5,2,0.6032035366376242,85.93,0.6217590032577515
0,5,3,0.5890037362416586,86.49,0.6001826917648315
0,5,4,0.5788569337526958,87.01,0.5728686965942383
0,5,5,0.5719181050300598,87.57,0.5544137349128723
0,5,6,0.5614282264709473,87.99,0.5400649443626404
0,5,7,0.5557253880500793,88.09,0.5367076132774353
0,5,8,0.5475825269381205,88.58,0.5215643800735473
0,5,9,0.5484298389116923,88.48,0.5277959697723389
0,5,10,0.5475526983579,88.88,0.5175466625213623
0,5,11,0.5432423670450847,89.45,0.5034569556236267
0,5,12,0.5406382507324219,89.02,0.5126630994796753
0,5,13,0.5423936118761699,89.23,0.5090086544036865
0,5,14,0.5420123199144999,89.33,0.5088136193275452
0,5,15,0.5415152383168539,89.3,0.5128468633651734
0,5,16,0.5413696358680725,88.84,0.5172078290939331
0,5,17,0.53951842918396,88.7,0.518332206916809
0,5,18,0.5415817862510681,89.09,0.5152828911781311
0,5,19,0.538173886013031,89.08,0.5081284440994263
0,5,20,0.5374989744504293,89.16,0.5143025172233582
0,5,21,0.5391259504000346,88.79,0.5189495842933655
0,5,22,0.5399898261706034,88.99,0.5095964638710022
0,5,23,0.5376106478691101,89.12,0.5011642340660095
0,5,24,0.5374323091665903,89.07,0.5118836418151855
0,5,25,0.5386151937802632,89.47,0.5075245913505554
0,5,26,0.5384038803418477,89.39,0.5061871335983277
0,5,27,0.5374907664934794,89.35,0.4973040720939636
0,5,28,0.5376837210655212,89.14,0.51254164352417
0,5,29,0.5373399079799652,89.18,0.5057553133964539
0,5,30,0.5420799930890401,89.25,0.5057100517272949
0,6,1,0.49928186232248944,87.46,0.5227441701889038
0,6,2,0.4762767336368561,88.07,0.5085327369689941
0,6,3,0.46550135691960653,88.34,0.5014710578918457
0,6,4,0.46008165515263877,88.5,0.4979594304084778
0,6,5,0.45747715635299685,88.63,0.49631435317993167
0,6,6,0.45626810104052223,88.74,0.49552551193237304
0,6,7,0.45579846064249674,88.77,0.4952154459953308
0,6,8,0.4555980965773265,88.77,0.4950913112640381
0,6,9,0.45551047137578327,88.79,0.49503372020721437
0,6,10,0.4555010247707367,88.81,0.4950142117500305
0,6,11,0.45553981590271,88.79,0.4949648840904236
0,6,12,0.45552139156659444,88.85,0.49498032903671263
0,6,13,0.45548725565274556,88.82,0.4949777667999268
0,6,14,0.45547666775385537,88.77,0.49497453842163086
0,6,15,0.45547365989685057,88.82,0.49497255897521975
0,6,16,0.45547333183288574,88.76,0.49496286668777467
0,6,17,0.45547241630554197,88.73,0.49494276218414307
0,6,18,0.4554749128182729,88.76,0.49496166591644286
0,6,19,0.4554800006866455,88.74,0.49494175024032594
0,6,20,0.45546893666585286,88.74,0.4949384934425354
0,6,21,0.45547006459236145,88.81,0.49496825189590454
0,6,22,0.45546198949813843,88.8,0.49494959659576415
0,6,23,0.4554754191716512,88.79,0.4949878728866577
0,6,24,0.45545665601094565,88.77,0.4949792589187622
0,6,25,0.45548694763183595,88.76,0.4949725861549377
0,6,26,0.45547118666966757,88.82,0.49494087038040163
0,6,27,0.45570490126609803,88.8,0.4949700096130371
0,6,28,0.4554262400150299,88.74,0.49495167026519776
0,6,29,0.4550439251740774,88.77,0.4919755995750427
0,6,30,0.45379115867614744,89.34,0.4803084226608276
0,7,1,0.46130632139841715,89.16,0.4920923722267151
0,7,2,0.447761895608902,89.28,0.48388557281494143
0,7,3,0.44216900097529094,89.5,0.4758278344154358
0,7,4,0.4369846023241679,89.8,0.459500953578949
0,7,5,0.4322940359751383,89.9,0.4544665846824646
0,7,6,0.42929238791465757,90.24,0.44187993841171264
0,7,7,0.4257067956447601,90.53,0.4276633586883545
0,7,8,0.4233522831916809,90.52,0.42399599199295046
0,7,9,0.42071762490272524,90.74,0.41639413967132566
0,7,10,0.4207676188309987,90.43,0.42206583404541015
0,7,11,0.41755268580118815,90.63,0.4170887616157532
0,7,12,0.4161666978041331,91.05,0.40662964305877686
0,7,13,0.4166817925930023,90.93,0.4071693122863769
0,7,14,0.41504516790707907,91.07,0.40262843713760377
